Arch_ID,Config,Val_Loss,C2_w,C2_d,C2_idx,C3_w,C3_d,C3_idx,C4_w,C4_d,C4_idx,C5_w,C5_d,C5_idx,Math_GFLOPs,C2_GFLOPs,C3_GFLOPs,C4_GFLOPs,C5_GFLOPs
980,"[22, 12, 35, 39]",0.6521240651607514,48,3,22,32,1,12,72,4,35,80,4,39,2.284672,1.26976,0.292864,0.2579968,0.1093504
116,"[22, 30, 48, 27]",0.6557838201522828,48,3,22,64,3,30,104,1,48,56,4,27,2.6818688,1.26976,0.7876608,0.1564672,0.11328
837,"[22, 36, 45, 43]",0.658519583940506,48,3,22,80,1,36,96,2,45,88,4,43,2.4852992,1.26976,0.3616768,0.3460096,0.153152
766,"[22, 12, 6, 27]",0.661873459815979,48,3,22,32,1,12,16,3,6,56,4,27,1.9944192,1.26976,0.292864,0.0405504,0.036544
514,"[22, 27, 32, 38]",0.6626910746097565,48,3,22,56,4,27,72,1,32,80,3,38,2.6728448,1.26976,0.8476672,0.1129984,0.0877184
475,"[29, 30, 8, 23]",0.6630308747291564,64,2,29,64,3,30,24,1,8,48,4,23,2.6807808,1.1747328,1.0010624,0.1196032,0.0306816
331,"[26, 15, 40, 46]",0.6655712366104126,56,3,26,32,4,15,88,1,40,96,3,46,2.743424,1.6449536,0.5658624,0.0505856,0.1273216
204,"[22, 27, 28, 21]",0.6694549679756164,48,3,22,56,4,27,64,1,28,48,2,21,2.6225792,1.26976,0.8476672,0.1097216,0.0407296
879,"[22, 24, 43, 19]",0.6713306784629822,48,3,22,56,1,24,88,4,43,40,4,19,2.45792,1.26976,0.3272704,0.432128,0.0740608
732,"[22, 19, 47, 46]",0.6724168837070466,48,3,22,40,4,19,96,4,47,96,3,46,2.7835264,1.26976,0.5777408,0.4432384,0.1380864
752,"[21, 38, 28, 39]",0.6762464046478271,48,2,21,80,3,38,64,1,28,80,4,39,2.4680064,0.753664,1.0539008,0.2044928,0.101248
17,"[22, 29, 40, 15]",0.6784631788730622,48,3,22,64,2,29,88,1,40,32,4,15,2.403712,1.26976,0.5632,0.1490944,0.0669568
989,"[22, 34, 24, 37]",0.679295688867569,48,3,22,72,3,34,56,1,24,80,2,37,2.7549184,1.26976,0.9142272,0.1655296,0.0507008
437,"[29, 41, 4, 11]",0.6797923922538758,64,2,29,88,2,41,16,1,4,24,4,11,2.7650816,1.1747328,1.0131456,0.2131456,0.0093568
679,"[25, 34, 28, 50]",0.6802743434906006,56,2,25,72,3,34,64,1,28,104,3,50,2.6027648,0.9510912,1.0160128,0.1696256,0.1113344
676,"[25, 24, 38, 27]",0.6807020366191864,56,2,25,56,1,24,80,3,38,56,4,27,2.103424,0.9510912,0.4257792,0.2893312,0.0825216
349,"[22, 28, 39, 45]",0.6808666944503784,48,3,22,64,1,28,80,4,39,96,2,45,2.4546944,1.26976,0.3387392,0.404992,0.0865024
883,"[22, 15, 8, 37]",0.6817006826400757,48,3,22,32,4,15,24,1,8,80,2,37,2.1606912,1.26976,0.4722688,0.0342016,0.02976
281,"[22, 11, 31, 21]",0.6846795022487641,48,3,22,24,4,11,64,4,31,48,2,21,2.2492288,1.26976,0.3864576,0.1975808,0.0407296
472,"[29, 25, 46, 45]",0.6851611316204071,64,2,29,56,2,25,96,3,46,96,2,45,2.7173248,1.1747328,0.7108608,0.3698176,0.1072128
521,"[26, 14, 14, 38]",0.6852348923683167,56,3,26,32,3,14,32,3,14,80,3,38,2.627264,1.6449536,0.5060608,0.0661504,0.0553984
636,"[22, 20, 54, 55]",0.6857958137989044,48,3,22,48,1,20,112,3,54,112,4,55,2.6048384,1.26976,0.3158016,0.4359168,0.2286592
687,"[25, 41, 45, 38]",0.6873802661895752,56,2,25,88,2,41,96,2,45,80,3,38,2.7035008,0.9510912,0.894976,0.385792,0.1169408
957,"[22, 11, 48, 33]",0.6879417300224304,48,3,22,24,4,11,104,1,48,72,2,33,2.1495936,1.26976,0.3864576,0.0374272,0.101248
153,"[29, 11, 39, 18]",0.6882857203483581,64,2,29,24,4,11,80,4,39,40,3,18,2.4641408,1.1747328,0.5834752,0.292096,0.059136
298,"[26, 7, 12, 46]",0.6886516749858856,56,3,26,16,4,7,32,1,12,96,3,46,2.4975744,1.6449536,0.410624,0.0123904,0.0749056
185,"[21, 31, 7, 30]",0.6888523817062377,48,2,21,64,4,31,16,4,7,64,3,30,2.2813824,0.753664,1.0121216,0.128512,0.032384
936,"[21, 27, 46, 30]",0.6891322433948517,48,2,21,56,4,27,96,3,46,64,3,30,2.4249216,0.753664,0.8476672,0.3698176,0.099072
754,"[22, 15, 49, 47]",0.6894785583019256,48,3,22,32,4,15,104,2,49,96,4,47,2.4763904,1.26976,0.4722688,0.1991168,0.180544
643,"[22, 17, 49, 15]",0.6895062565803528,48,3,22,40,2,17,104,2,49,32,4,15,2.3272448,1.26976,0.3954688,0.219648,0.0876672
117,"[23, 12, 18, 42]",0.6898346245288849,48,4,23,32,1,12,40,3,18,88,3,42,2.5869568,1.785856,0.292864,0.0838656,0.0696704
661,"[22, 32, 18, 59]",0.6902100265026092,48,3,22,72,1,32,40,3,18,120,4,59,2.3410304,1.26976,0.350208,0.2029056,0.163456
486,"[21, 48, 45, 21]",0.6903822302818299,48,2,21,104,1,48,96,2,45,48,2,21,2.0560512,0.753664,0.3960832,0.4751872,0.076416
163,"[25, 41, 48, 39]",0.6910691976547241,56,2,25,88,2,41,104,1,48,80,4,39,2.6179328,0.9510912,0.894976,0.2672128,0.149952
723,"[22, 23, 53, 14]",0.691085809469223,48,3,22,48,4,23,112,2,53,32,3,14,2.6917504,1.26976,0.7028736,0.2689024,0.0955136
307,"[26, 15, 33, 22]",0.6917735874652863,56,3,26,32,4,15,72,2,33,48,3,22,2.7389952,1.6449536,0.5658624,0.116992,0.0564864
501,"[22, 10, 52, 26]",0.6918925046920776,48,3,22,24,3,10,112,1,52,56,3,26,2.1292928,1.26976,0.3514368,0.0390656,0.1143296
613,"[26, 7, 57, 38]",0.6918980002403259,56,3,26,16,4,7,120,2,57,80,3,38,2.7809536,1.6449536,0.410624,0.2171392,0.153536
206,"[21, 15, 57, 7]",0.6919570505619049,48,2,21,32,4,15,120,2,57,16,4,7,1.9309568,0.753664,0.4722688,0.2500096,0.1003136
864,"[23, 4, 42, 19]",0.692027622461319,48,4,23,16,1,4,88,3,42,40,4,19,2.71392,1.785856,0.2699264,0.229376,0.0740608
479,"[23, 20, 22, 50]",0.6922755062580108,48,4,23,48,1,20,48,3,22,104,3,50,2.6967936,1.785856,0.3158016,0.1434624,0.0969728
365,"[14, 27, 48, 47]",0.6928378224372864,32,3,14,56,4,27,104,1,48,96,4,47,2.0279808,0.6766592,0.6899712,0.1261056,0.180544
15,"[21, 39, 16, 25]",0.6933603465557099,48,2,21,80,4,39,40,1,16,56,2,25,2.725312,0.753664,1.4000128,0.190976,0.0259584
197,"[22, 37, 31, 11]",0.6942550420761109,48,3,22,80,2,37,64,4,31,24,4,11,2.7415552,1.26976,0.7077888,0.3728384,0.0364672
702,"[26, 12, 49, 2]",0.694698017835617,56,3,26,32,1,12,104,2,49,8,3,2,2.6580224,1.6449536,0.3864576,0.1991168,0.0727936
781,"[22, 17, 29, 17]",0.6947481513023377,48,3,22,40,2,17,64,2,29,40,2,17,2.1764096,1.26976,0.3954688,0.11904,0.03744
890,"[29, 29, 22, 6]",0.6949522018432617,64,2,29,64,2,29,48,3,22,16,3,6,2.5201792,1.1747328,0.7766016,0.1951744,0.0189696
656,"[25, 45, 36, 7]",0.6951425611972809,56,2,25,96,2,45,80,1,36,16,4,7,2.6333056,0.9510912,0.9852928,0.2947072,0.0475136
678,"[21, 34, 14, 25]",0.6951861262321473,48,2,21,72,3,34,32,3,14,56,2,25,2.2271744,0.753664,0.9142272,0.1831424,0.02144
995,"[14, 42, 49, 38]",0.6952482998371124,32,3,14,88,3,42,104,2,49,80,3,38,2.6072064,0.6766592,1.0358784,0.411648,0.12832
557,"[26, 40, 16, 22]",0.6954858362674713,56,3,26,88,1,40,40,1,16,48,3,22,2.736384,1.6449536,0.478208,0.2278912,0.0306304
487,"[22, 14, 12, 7]",0.6960862576961517,48,3,22,32,3,14,32,1,12,16,4,7,2.0843648,1.26976,0.4124672,0.0362496,0.0111872
52,"[15, 57, 14, 43]",0.696176040172577,32,4,15,120,2,57,32,3,14,88,4,43,2.7930624,0.9158656,1.0000384,0.4316672,0.0907904
188,"[18, 27, 36, 22]",0.696403568983078,40,3,18,56,4,27,80,1,36,48,3,22,2.2452352,0.9469952,0.7622656,0.1162752,0.0649984
830,"[22, 45, 5, 33]",0.6964587390422821,48,3,22,96,2,45,16,2,5,72,2,33,2.7816192,1.26976,0.878592,0.2563072,0.0222592
76,"[15, 36, 34, 54]",0.6966680645942688,32,4,15,80,1,36,72,3,34,112,3,54,1.9467776,0.9158656,0.1941504,0.3500032,0.1320576
253,"[14, 21, 47, 39]",0.6967148661613465,32,3,14,48,2,21,96,4,47,80,4,39,1.926976,0.6766592,0.2904064,0.4666368,0.1385728
638,"[21, 45, 24, 46]",0.6967916250228882,48,2,21,96,2,45,56,1,24,96,3,46,2.358144,0.753664,0.878592,0.2787328,0.0924544
267,"[29, 19, 50, 31]",0.6972646474838257,64,2,29,40,4,19,104,3,50,64,4,31,2.799104,1.1747328,0.781312,0.3640832,0.1242752
378,"[25, 45, 12, 11]",0.6978924512863159,56,2,25,96,2,45,32,1,12,24,4,11,2.56896,0.9510912,0.9852928,0.2627584,0.0151168
819,"[22, 15, 19, 21]",0.698066645860672,48,3,22,32,4,15,40,4,19,48,2,21,2.2259456,1.26976,0.4722688,0.1066496,0.0225664
170,"[26, 36, 15, 44]",0.6981017649173736,56,3,26,80,1,36,32,4,15,96,1,44,2.7092352,1.6449536,0.4651008,0.2313216,0.0131584
901,"[14, 30, 34, 46]",0.6983616828918457,32,3,14,64,3,30,72,3,34,96,3,46,2.049024,0.6766592,0.626688,0.2827264,0.1082496
230,"[19, 45, 16, 27]",0.698671156167984,40,4,19,96,2,45,40,1,16,56,4,27,2.7669632,1.3115392,0.7849984,0.2680832,0.0476416
814,"[18, 12, 43, 45]",0.6989695012569428,40,3,18,32,1,12,88,4,43,96,2,45,1.9736832,0.9469952,0.2123776,0.3631616,0.096448
542,"[29, 4, 50, 47]",0.6990009427070618,64,2,29,16,1,4,104,3,50,96,4,47,2.4859648,1.1747328,0.4636672,0.31232,0.180544
463,"[15, 42, 8, 26]",0.699270099401474,32,4,15,88,3,42,24,1,8,56,3,26,2.553088,0.9158656,1.0358784,0.2180608,0.0285824
126,"[22, 21, 54, 49]",0.6993704378604889,48,3,22,48,2,21,112,3,54,104,2,49,2.6431744,1.26976,0.4448256,0.4359168,0.1379712
716,"[14, 31, 52, 15]",0.6996807932853699,32,3,14,64,4,31,112,1,52,32,4,15,2.1419136,0.6766592,0.8511488,0.1601536,0.0992512
202,"[18, 34, 34, 7]",0.7003129839897155,40,3,18,72,3,34,72,3,34,16,4,7,2.4813824,0.9469952,0.8255488,0.3147264,0.0394112
75,"[25, 33, 40, 21]",0.7003178477287293,56,2,25,72,2,33,88,1,40,48,2,21,2.2879744,0.9510912,0.7340032,0.1819136,0.0662656
210,"[22, 22, 17, 31]",0.7003327488899231,48,3,22,48,3,22,40,2,17,64,4,31,2.3549952,1.26976,0.5738496,0.0988672,0.0578176
60,"[21, 31, 9, 14]",0.7004370212554931,48,2,21,64,4,31,24,2,9,32,3,14,2.2619904,0.753664,1.0121216,0.1283584,0.0131456
932,"[22, 18, 34, 10]",0.7004507958889008,48,3,22,40,3,18,72,3,34,24,3,10,2.3591168,1.26976,0.4866048,0.2063872,0.041664
272,"[21, 35, 26, 21]",0.7005867004394531,48,2,21,72,4,35,56,3,26,48,2,21,2.59072,0.753664,1.1962368,0.2522624,0.033856
222,"[22, 15, 53, 17]",0.701019960641861,48,3,22,32,4,15,112,2,53,40,2,17,2.415744,1.26976,0.4722688,0.223744,0.0952704
769,"[28, 43, 48, 11]",0.701214075088501,64,1,28,88,4,43,104,1,48,24,4,11,2.827072,0.2768896,1.8466816,0.2672128,0.0815872
710,"[21, 26, 44, 2]",0.7014501929283142,48,2,21,56,3,26,96,1,44,8,3,2,1.9677312,0.753664,0.6742016,0.1228288,0.062336
797,"[22, 25, 51, 32]",0.7020990490913391,48,3,22,56,2,25,104,4,51,72,1,32,2.7682304,1.26976,0.500736,0.5594112,0.0836224
646,"[21, 27, 7, 33]",0.7022714436054229,48,2,21,56,4,27,16,4,7,72,2,33,2.0809472,0.753664,0.8476672,0.102656,0.0222592
715,"[33, 22, 28, 6]",0.7024608194828034,72,2,33,48,3,22,64,1,28,16,3,6,2.7988352,1.4245888,0.9037824,0.0846848,0.0310784
584,"[26, 15, 11, 2]",0.7026435434818268,56,3,26,32,4,15,24,4,11,8,3,2,2.6310656,1.6449536,0.5658624,0.0604672,0.0050816
824,"[18, 24, 29, 58]",0.70282182097435,40,3,18,56,1,24,64,2,29,120,3,58,1.8459776,0.9469952,0.2418688,0.1658368,0.136576
273,"[21, 44, 50, 22]",0.7028293609619141,48,2,21,96,1,44,104,3,50,48,3,22,2.1879808,0.753664,0.3846144,0.599552,0.0954496
955,"[25, 21, 34, 57]",0.7030067026615143,56,2,25,48,2,21,72,3,34,120,2,57,2.1734272,0.9510912,0.541696,0.2285568,0.0973824
51,"[20, 47, 12, 19]",0.7032616317272187,48,1,20,96,4,47,32,1,12,40,4,19,2.7482368,0.237568,1.8665472,0.2627584,0.0266624
24,"[26, 20, 13, 37]",0.7038151860237122,56,3,26,48,1,20,32,2,13,80,2,37,2.5342592,1.6449536,0.412672,0.0881664,0.0337664
724,"[21, 36, 38, 18]",0.704357248544693,48,2,21,80,1,36,80,3,38,40,3,18,1.9157376,0.753664,0.3616768,0.38656,0.059136
633,"[25, 41, 42, 44]",0.7044317901134491,56,2,25,88,2,41,88,3,42,96,1,44,2.7321088,0.9510912,0.894976,0.4657664,0.0655744
614,"[36, 30, 40, 26]",0.7047914743423462,80,1,36,64,3,30,88,1,40,56,3,26,2.1680128,0.3162112,1.2668928,0.1490944,0.0811136
182,"[23, 10, 30, 50]",0.7048496127128601,48,4,23,24,3,10,64,3,30,104,3,50,2.7447936,1.785856,0.3514368,0.1414656,0.1113344
491,"[26, 25, 36, 17]",0.7052167475223541,56,3,26,56,2,25,80,1,36,40,2,17,2.7686144,1.6449536,0.5992448,0.1162752,0.05344
427,"[21, 17, 46, 18]",0.7060064256191254,48,2,21,40,2,17,96,3,46,40,3,18,1.9019904,0.753664,0.3954688,0.319744,0.0784128
923,"[26, 4, 14, 35]",0.7060147106647492,56,3,26,16,1,4,32,3,14,72,4,35,2.466688,1.6449536,0.3602432,0.0422912,0.0644992
148,"[22, 26, 23, 50]",0.7061191380023957,48,3,22,56,3,26,48,4,23,104,3,50,2.5955712,1.26976,0.6742016,0.199936,0.0969728
101,"[21, 30, 18, 35]",0.7062360763549804,48,2,21,64,3,30,40,3,18,72,4,35,2.137792,0.753664,0.7876608,0.172544,0.0692224
99,"[29, 7, 29, 39]",0.7063183784484863,64,2,29,16,4,7,64,2,29,80,4,39,2.2181504,1.1747328,0.514048,0.0734208,0.101248
55,"[21, 26, 21, 43]",0.7066378355026245,48,2,21,56,3,26,48,2,21,88,4,43,2.019456,0.753664,0.6742016,0.135424,0.1014656
398,"[22, 25, 33, 8]",0.7066446185112,48,3,22,56,2,25,72,2,33,24,1,8,2.345984,1.26976,0.500736,0.1835008,0.0372864
642,"[14, 35, 49, 21]",0.707011091709137,32,3,14,72,4,35,104,2,49,48,2,21,2.4852736,0.6766592,1.0319872,0.3345408,0.0873856
637,"[22, 32, 6, 50]",0.7070665121078491,48,3,22,72,1,32,16,3,6,104,3,50,2.2061952,1.26976,0.350208,0.1534464,0.07808
476,"[15, 35, 37, 38]",0.7071465849876404,32,4,15,72,4,35,80,2,37,80,3,38,2.6635392,0.9158656,1.0319872,0.2643456,0.09664
322,"[15, 40, 34, 41]",0.7071684300899506,32,4,15,88,1,40,72,3,34,88,2,41,1.932992,0.9158656,0.2023424,0.3885568,0.0715264
664,"[14, 38, 34, 22]",0.7072064995765686,32,3,14,80,3,38,72,3,34,48,3,22,2.324224,0.6766592,0.8863744,0.3500032,0.0564864
218,"[25, 18, 44, 7]",0.7072273254394531,56,2,25,40,3,18,96,1,44,16,4,7,2.02656,0.9510912,0.5818368,0.0727552,0.066176
383,"[22, 19, 21, 10]",0.7073028028011322,48,3,22,40,4,19,48,2,21,24,3,10,2.314432,1.26976,0.5777408,0.0902656,0.0219648
495,"[15, 30, 44, 42]",0.7078277409076691,32,4,15,64,3,30,96,1,44,88,3,42,2.1771392,0.9158656,0.626688,0.1527808,0.127104
213,"[18, 48, 53, 41]",0.7079355359077454,40,3,18,104,1,48,112,2,53,88,2,41,2.2575616,0.9469952,0.3008512,0.530176,0.1248384
289,"[26, 7, 53, 35]",0.7079755187034606,56,3,26,16,4,7,112,2,53,72,4,35,2.7505664,1.6449536,0.410624,0.1916928,0.1485952
798,"[29, 12, 26, 22]",0.708003181219101,64,2,29,32,1,12,56,3,26,48,3,22,2.1936384,1.1747328,0.4931584,0.1291264,0.04192
745,"[22, 15, 27, 45]",0.7080168187618255,48,3,22,32,4,15,56,4,27,96,2,45,2.3308032,1.26976,0.4722688,0.1724928,0.0615808
239,"[14, 29, 31, 50]",0.708095932006836,32,3,14,64,2,29,64,4,31,104,3,50,1.8513024,0.6766592,0.4022272,0.3063808,0.1113344
409,"[22, 56, 16, 9]",0.7081756472587586,48,3,22,120,1,56,40,1,16,24,2,9,2.4666496,1.26976,0.4190208,0.40832,0.014848
599,"[15, 24, 43, 13]",0.7082641422748566,32,4,15,56,1,24,88,4,43,32,2,13,1.9317504,0.9158656,0.1695744,0.432128,0.0594816
169,"[14, 34, 48, 21]",0.7084002137184143,32,3,14,72,3,34,104,1,48,48,2,21,2.0588288,0.6766592,0.7499776,0.1901056,0.0873856
449,"[19, 8, 42, 27]",0.7084015548229218,40,4,19,24,1,8,88,3,42,56,4,27,2.2032768,1.3115392,0.2025472,0.2425344,0.0919552
317,"[33, 17, 34, 2]",0.7085323214530945,72,2,33,40,2,17,72,3,34,8,3,2,2.7420416,1.4245888,0.7204864,0.2063872,0.0358784
115,"[21, 49, 40, 13]",0.7085644185543061,48,2,21,104,2,49,88,1,40,32,2,13,2.4876288,0.753664,0.973824,0.3459584,0.0594816
692,"[33, 24, 33, 14]",0.7086508393287658,72,2,33,56,1,24,72,2,33,32,3,14,2.6706944,1.4245888,0.6621184,0.1835008,0.0457856
876,"[26, 8, 35, 15]",0.7086917996406555,56,3,26,24,1,8,72,4,35,32,4,15,2.6649088,1.6449536,0.3733504,0.2423808,0.0495232
526,"[17, 42, 43, 17]",0.7087723672389984,40,2,17,88,3,42,88,4,43,40,2,17,2.6845056,0.5824512,1.1147264,0.5699584,0.0626688
77,"[20, 38, 57, 5]",0.70917529463768,48,1,20,80,3,38,120,2,57,16,2,5,2.171648,0.237568,1.0539008,0.427264,0.0982144
150,"[18, 31, 7, 59]",0.7092814922332764,40,3,18,64,4,31,16,4,7,120,4,59,2.5051904,0.9469952,0.9250816,0.128512,0.1499008
945,"[21, 52, 18, 31]",0.709602278470993,48,2,21,112,1,52,40,3,18,64,4,31,1.9776,0.753664,0.407552,0.4038656,0.0578176
226,"[28, 43, 15, 18]",0.7096675276756287,64,1,28,88,4,43,32,4,15,40,3,18,2.7670656,0.2768896,1.8466816,0.2678272,0.0209664
443,"[25, 12, 34, 34]",0.7097525298595428,56,2,25,32,1,12,72,3,34,72,3,34,1.9584256,0.9510912,0.3864576,0.1874944,0.0786816
397,"[26, 1, 45, 43]",0.7098480522632599,56,3,26,8,2,1,96,2,45,88,4,43,2.6404864,1.6449536,0.352256,0.135424,0.153152
416,"[23, 20, 28, 11]",0.709901362657547,48,4,23,48,1,20,64,1,28,24,4,11,2.5775104,1.785856,0.3158016,0.0846848,0.0364672
677,"[18, 22, 37, 42]",0.7099283814430237,40,3,18,48,3,22,80,2,37,88,3,42,2.075328,0.9469952,0.4900864,0.1769472,0.1065984
578,"[15, 21, 39, 58]",0.709949004650116,32,4,15,48,2,21,80,4,39,120,3,58,2.0656,0.9158656,0.2904064,0.3500032,0.154624
376,"[25, 30, 3, 53]",0.7100101947784424,56,2,25,64,3,30,8,4,3,112,2,53,2.354816,0.9510912,0.887808,0.1160704,0.0451456
721,"[20, 27, 38, 59]",0.7102631866931916,48,1,20,56,4,27,80,3,38,120,4,59,1.9316992,0.237568,0.8476672,0.2893312,0.202432
485,"[21, 17, 51, 45]",0.710271543264389,48,2,21,40,2,17,104,4,51,96,2,45,2.1311488,0.753664,0.3954688,0.5085184,0.1187968
387,"[29, 36, 57, 41]",0.7103235304355622,64,2,29,80,1,36,120,2,57,88,2,41,2.676288,1.1747328,0.581632,0.427264,0.1379584
589,"[21, 37, 40, 45]",0.7105847954750061,48,2,21,80,2,37,88,1,40,96,2,45,2.1306112,0.753664,0.7077888,0.2180096,0.096448
834,"[23, 28, 9, 35]",0.7109528839588165,48,4,23,64,1,28,24,2,9,72,4,35,2.6682496,1.785856,0.3387392,0.1283584,0.0605952
709,"[18, 33, 30, 43]",0.7111750304698944,40,3,18,72,2,33,64,3,30,88,4,43,2.2425088,0.9469952,0.5435392,0.281856,0.1154176
768,"[29, 10, 11, 27]",0.7113894999027253,64,2,29,24,3,10,24,4,11,56,4,27,2.1646208,1.1747328,0.5484544,0.0473088,0.039424
555,"[22, 15, 54, 5]",0.7115275144577027,48,3,22,32,4,15,112,3,54,16,2,5,2.573504,1.26976,0.4722688,0.3907584,0.086016
700,"[21, 57, 19, 20]",0.7116335153579711,48,2,21,120,2,57,40,4,19,48,1,20,2.783488,0.753664,1.1839488,0.476672,0.0145024
324,"[19, 40, 25, 43]",0.7117441236972809,40,4,19,88,1,40,56,2,25,88,4,43,2.3365504,1.3115392,0.2811904,0.281088,0.108032
28,"[22, 30, 3, 40]",0.7119282305240631,48,3,22,64,3,30,8,4,3,88,1,40,2.5309696,1.26976,0.7876608,0.1160704,0.0027776
439,"[15, 56, 30, 37]",0.7119655191898346,32,4,15,120,1,56,64,3,30,80,2,37,2.103872,0.9158656,0.2351104,0.5402112,0.057984
922,"[32, 27, 33, 5]",0.7120470225811004,72,1,32,56,4,27,72,2,33,16,2,5,2.0545792,0.2965504,1.1825152,0.1835008,0.037312
270,"[18, 48, 32, 23]",0.7123205780982971,40,3,18,104,1,48,72,1,32,48,4,23,2.0015872,0.9469952,0.3008512,0.3344896,0.0645504
401,"[17, 20, 55, 26]",0.7124739468097687,40,2,17,48,1,20,112,4,55,56,3,26,1.8864512,0.5824512,0.2320384,0.6029312,0.1143296
944,"[13, 34, 46, 27]",0.7126854300498963,32,2,13,72,3,34,96,3,46,56,4,27,2.0773376,0.4374528,0.7499776,0.4329984,0.102208
454,"[22, 11, 17, 37]",0.7126924514770507,48,3,22,24,4,11,40,2,17,80,2,37,2.0966144,1.26976,0.3864576,0.047104,0.038592
998,"[25, 21, 7, 23]",0.7129016816616058,56,2,25,48,2,21,16,4,7,48,4,23,1.9554688,0.9510912,0.541696,0.0800768,0.027904
659,"[15, 38, 36, 47]",0.7130098700523376,32,4,15,80,3,38,80,1,36,96,4,47,2.5186944,0.9158656,0.8863744,0.213504,0.1482496
586,"[28, 30, 45, 27]",0.7130731284618378,64,1,28,64,3,30,96,2,45,56,4,27,2.011136,0.2768896,1.0010624,0.2762752,0.102208
53,"[25, 41, 2, 35]",0.7131503582000732,56,2,25,88,2,41,8,3,2,72,4,35,2.4668032,0.9510912,0.894976,0.2107904,0.0552448
652,"[18, 41, 2, 2]",0.7132796883583069,40,3,18,88,2,41,8,3,2,8,3,2,2.2118144,0.9469952,0.6979584,0.2107904,0.0013696
104,"[25, 44, 17, 7]",0.7132916271686554,56,2,25,96,1,44,40,2,17,16,4,7,2.103168,0.9510912,0.4913152,0.2908672,0.0151936
178,"[22, 7, 31, 32]",0.7134618997573853,48,3,22,16,4,7,64,4,31,72,1,32,2.1658496,1.26976,0.3203072,0.1856512,0.0354304
740,"[25, 48, 13, 14]",0.7135640561580658,56,2,25,104,1,48,32,2,13,32,3,14,2.14752,0.9510912,0.5044224,0.320768,0.0165376
176,"[14, 28, 59, 38]",0.7138617217540741,32,3,14,64,1,28,120,4,59,80,3,38,2.1001984,0.6766592,0.1777664,0.737536,0.153536
235,"[13, 42, 39, 50]",0.7139616966247558,32,2,13,88,3,42,80,4,39,104,3,50,2.469056,0.4374528,1.0358784,0.5120512,0.1289728
105,"[13, 38, 34, 38]",0.7142996847629547,32,2,13,80,3,38,72,3,34,80,3,38,2.1162496,0.4374528,0.8863744,0.3500032,0.0877184
925,"[44, 30, 44, 3]",0.7144318222999573,96,1,44,64,3,30,96,1,44,8,4,3,2.5108224,0.3555328,1.585152,0.1527808,0.062656
180,"[22, 40, 56, 5]",0.7144930064678192,48,3,22,88,1,40,120,1,56,16,2,5,2.372864,1.26976,0.3731456,0.2770432,0.0982144
785,"[22, 9, 58, 55]",0.7147493481636047,48,3,22,24,2,9,120,3,58,112,4,55,2.6061312,1.26976,0.316416,0.423168,0.2420864
750,"[21, 38, 0, 34]",0.7148882031440735,48,2,21,80,3,38,8,1,0,72,3,34,2.3728384,0.753664,1.0539008,0.1729536,0.0376192
607,"[11, 42, 41, 27]",0.7150487720966339,24,4,11,88,3,42,88,2,41,56,4,27,2.3772032,0.5988352,0.9701376,0.3615744,0.0919552
74,"[15, 57, 8, 45]",0.7151017129421234,32,4,15,120,2,57,24,1,8,96,2,45,2.7056384,0.9158656,1.0000384,0.3952128,0.0398208
480,"[18, 31, 32, 53]",0.7151264250278473,40,3,18,64,4,31,72,1,32,112,2,53,2.4588032,0.9469952,0.9250816,0.1417216,0.090304
942,"[40, 27, 14, 43]",0.7152315616607666,88,1,40,56,4,27,32,3,14,88,4,43,2.3791616,0.335872,1.4712832,0.1265152,0.0907904
934,"[11, 42, 40, 43]",0.7153183698654175,24,4,11,88,3,42,88,1,40,88,4,43,2.3235456,0.5988352,0.9701376,0.2573824,0.1424896
234,"[14, 45, 57, 57]",0.715513163805008,32,3,14,96,2,45,120,2,57,120,2,57,2.4147072,0.6766592,0.704512,0.5125632,0.166272
189,"[14, 39, 7, 51]",0.7155628323554992,32,3,14,80,4,39,16,4,7,104,4,51,2.5680896,0.6766592,1.2324864,0.1900544,0.1141888
829,"[14, 56, 55, 37]",0.7156597793102264,32,3,14,120,1,56,112,4,55,80,2,37,2.3537024,0.6766592,0.2351104,0.9683456,0.1188864
415,"[14, 48, 54, 55]",0.716020119190216,32,3,14,104,1,48,112,3,54,112,4,55,2.175936,0.6766592,0.2187264,0.6971904,0.2286592
518,"[21, 15, 55, 57]",0.7160329163074494,48,2,21,32,4,15,112,4,55,120,2,57,2.2911488,0.753664,0.4722688,0.5577728,0.1527424
654,"[36, 29, 21, 7]",0.716066324710846,80,1,36,64,2,29,48,2,21,16,4,7,1.8962816,0.3162112,1.042432,0.1629184,0.0200192
262,"[29, 28, 44, 23]",0.716256445646286,64,2,29,64,1,28,96,1,44,48,4,23,2.3268992,1.1747328,0.5521408,0.1527808,0.092544
770,"[26, 15, 23, 37]",0.7164736568927765,56,3,26,32,4,15,48,4,23,80,2,37,2.7468672,1.6449536,0.5658624,0.1371136,0.0442368
240,"[18, 21, 25, 27]",0.7165224611759186,40,3,18,48,2,21,56,2,25,56,4,27,1.8470784,0.9469952,0.3610624,0.125184,0.059136
534,"[21, 26, 7, 34]",0.7165675342082978,48,2,21,56,3,26,16,4,7,72,3,34,1.9251072,0.753664,0.6742016,0.102656,0.0398848
